Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
1,15,3.0,0.0,24.86,0.74,20.95,11.37,15.38,3.03,0,408.133
1,16,3.0,0.0,24.39,0.29,21.23,11.37,3.68,2.93,0,348.763
1,17,3.0,0.0,24.02,0.13,21.82,12.72,5.18,2.31,0,178.138
1,18,3.0,0.0,23.75,0.11,22.83,12.72,3.85,1.37,0,22.1951
1,19,3.0,0.0,23.62,0.01,24.64,11.82,2.67,0.32,0,0.0
1,20,3.0,0.0,23.61,0.0,25.98,10.92,1.67,0.0,0,0.0
1,21,3.0,0.0,23.62,0.0,27.78,10.02,6.69,0.0,0,0.0
1,22,3.0,0.0,23.62,0.01,27.78,9.13,7.02,0.0,0,0.0
1,23,3.0,0.0,23.16,0.0,25.6,5.08,7.19,0.0,0,0.0
1,24,3.0,0.0,22.62,0.0,22.79,2.38,2.51,0.0,0,0.0
1,1,4.0,0.0,20.34,0.0,23.65,2.38,0.0,0.0,0,0.0
1,2,4.0,0.0,22.31,0.0,22.08,1.92,0.0,0.0,0,0.0
1,3,4.0,0.0,23.13,0.0,25.77,2.37,0.0,0.0,0,0.0
1,4,4.0,0.0,23.47,0.09,28.58,1.92,0.0,0.0,0,0.0
1,5,4.0,0.0,23.03,0.0,24.28,3.27,0.0,0.0,0,0.0
1,6,4.0,0.0,22.09,0.0,24.14,6.43,0.0,0.0,0,0.0
1,7,4.0,0.0,22.0,0.0,24.93,6.88,2.54,0.0,0,0.0
1,8,4.0,0.0,22.07,0.0,25.33,7.78,2.51,0.0,0,0.0
1,9,4.0,0.0,22.5,0.0,26.78,9.13,5.52,0.0,0,145.825
1,10,4.0,0.0,22.81,0.0,26.16,10.47,2.17,0.0,0,274.801
1,11,4.0,0.0,23.18,0.0,24.32,12.72,1.67,0.0,0,404.569
1,12,4.0,0.0,23.94,0.33,24.68,14.07,12.04,0.0,0,494.847
1,13,4.0,0.0,24.06,0.45,22.41,13.17,5.19,0.0,0,564.162
1,14,4.0,0.0,24.04,0.43,17.72,12.27,16.39,0.0,0,545.298
1,15,4.0,0.0,24.18,0.57,15.19,11.37,15.39,0.0,0,446.172
1,16,4.0,0.0,23.75,0.14,15.3,11.37,3.68,0.0,0,415.05
1,17,4.0,0.0,23.61,0.0,16.95,12.72,5.18,0.0,0,217.021
1,18,4.0,0.0,23.61,0.0,18.19,12.72,3.85,0.0,0,40.5504
1,19,4.0,0.0,23.59,0.0,18.64,11.82,2.67,0.0,0,0.0
1,20,4.0,0.0,23.51,0.0,18.71,10.92,1.67,0.0,0,0.0
1,21,4.0,0.0,23.48,0.0,19.58,10.02,6.69,0.0,0,0.0
1,22,4.0,0.0,23.31,0.0,19.39,9.13,7.02,0.0,0,0.0
1,23,4.0,0.0,22.73,0.0,17.69,5.08,7.19,0.0,0,0.0
1,24,4.0,0.0,22.35,0.0,16.23,2.38,2.51,0.0,0,0.0
1,1,5.0,0.0,19.7,0.0,18.41,2.38,0.0,0.0,0,0.0
1,2,5.0,0.0,21.84,0.0,17.11,1.92,0.0,0.0,0,0.0
1,3,5.0,0.0,22.84,0.0,20.25,2.37,0.0,0.0,0,0.0
1,4,5.0,0.0,23.29,0.0,21.6,1.92,0.0,0.0,0,0.0
1,5,5.0,0.0,23.15,0.0,19.7,3.27,0.0,0.0,0,0.0
1,6,5.0,0.0,21.67,0.0,15.59,6.43,0.0,0.0,0,0.0
1,7,5.0,0.0,21.8,0.0,16.74,6.88,2.54,0.0,0,0.0
1,8,5.0,0.0,21.87,0.0,19.47,7.78,2.51,0.0,0,0.0
1,9,5.0,0.0,22.19,0.0,22.4,9.13,5.52,0.0,0,259.234
1,10,5.0,0.0,22.49,0.0,21.57,10.47,2.18,0.0,0,462.229
1,11,5.0,0.0,23.1,0.0,20.55,12.72,1.67,0.0,0,614.358
1,12,5.0,0.0,23.98,0.37,22.44,14.07,12.05,0.05,0,700.092
1,13,5.0,0.0,24.07,0.46,22.37,13.17,5.19,0.78,0,727.537
1,14,5.0,0.0,24.12,0.44,20.43,12.27,16.4,1.38,0,706.494
1,15,5.0,0.0,24.4,0.59,19.31,11.37,15.4,1.66,0,608.12
1,16,5.0,0.0,23.95,0.14,19.7,11.37,3.68,1.49,0,451.889
1,17,5.0,0.0,23.64,0.01,21.5,12.72,5.18,0.96,0,225.583
1,18,5.0,0.0,23.62,0.01,21.7,12.72,3.85,0.15,0,50.6496
1,19,5.0,0.0,23.61,0.0,21.28,11.82,2.68,0.0,0,0.0
1,20,5.0,0.0,23.61,0.0,21.15,10.92,1.67,0.0,0,0.0
1,21,5.0,0.0,23.61,0.0,22.14,10.02,6.69,0.0,0,0.0
1,22,5.0,0.0,23.61,0.0,23.52,9.13,7.03,0.0,0,0.0
1,23,5.0,0.0,23.15,0.0,24.48,5.08,7.2,0.0,0,0.0
1,24,5.0,0.0,22.73,0.0,24.65,2.38,2.51,0.0,0,0.0
1,1,8.0,0.0,20.94,0.0,28.18,2.38,0.0,0.0,0,0.0
1,2,8.0,0.0,22.79,0.0,27.5,1.92,0.0,0.0,0,0.0
1,3,8.0,0.0,23.41,0.0,31.42,2.37,0.0,0.0,0,0.0
1,4,8.0,0.0,23.62,0.22,35.53,1.92,0.0,0.0,0,0.0
1,5,8.0,0.0,23.16,0.0,30.18,3.27,0.0,0.0,0,0.0
1,6,8.0,0.0,22.52,0.0,30.55,6.41,0.0,0.0,0,0.0
1,7,8.0,0.0,22.08,0.0,29.32,6.88,0.0,0.0,0,0.0
1,8,8.0,0.0,22.27,0.0,28.98,7.78,2.55,0.0,0,0.0
1,9,8.0,0.0,22.69,0.0,27.72,9.13,2.51,0.0,0,126.407
1,10,8.0,0.0,23.2,0.0,24.55,10.47,2.51,0.0,0,259.662
1,11,8.0,0.0,23.6,0.0,22.36,12.72,1.67,0.0,0,356.744
1,12,8.0,0.0,24.05,0.44,23.64,14.07,12.06,0.57,0,432.737
1,13,8.0,0.0,24.28,0.67,21.64,13.17,10.05,1.01,0,453.391
1,14,8.0,0.0,24.22,0.57,19.14,12.27,16.41,1.5,0,458.542
1,15,8.0,0.0,24.32,0.59,16.95,11.37,15.4,1.69,0,439.101
1,16,8.0,0.0,23.81,0.13,16.03,11.37,4.18,1.35,0,313.352
1,17,8.0,0.0,23.61,0.0,17.03,12.72,4.19,0.39,0,141.297
1,18,8.0,0.0,23.61,0.0,17.0,12.72,3.85,0.0,0,18.6361
1,19,8.0,0.0,23.61,0.0,16.23,11.82,2.67,0.0,0,0.0
1,20,8.0,0.0,23.55,0.0,16.1,10.92,1.68,0.0,0,0.0
1,21,8.0,0.0,23.56,0.0,16.23,10.02,6.69,0.0,0,0.0
1,22,8.0,0.0,23.42,0.0,15.76,9.13,7.03,0.0,0,0.0
1,23,8.0,0.0,22.83,0.0,15.65,5.08,7.2,0.0,0,0.0
1,24,8.0,0.0,22.27,0.0,13.89,2.38,0.0,0.0,0,0.0
1,1,7.0,0.0,19.98,0.0,15.14,2.38,0.0,0.0,0,0.0
1,2,7.0,0.0,21.97,0.0,14.54,1.92,0.0,0.0,0,0.0
1,3,7.0,0.0,22.87,0.0,17.96,2.37,0.0,0.0,0,0.0
1,4,7.0,0.0,23.4,0.04,19.57,1.92,0.0,0.0,0,0.0
1,5,7.0,0.0,22.7,0.0,15.06,3.27,0.0,0.0,0,0.0
1,6,7.0,0.0,21.88,0.0,14.76,6.41,0.0,0.0,0,0.0
1,7,7.0,0.0,21.64,0.0,15.65,6.88,0.0,0.0,0,0.0
1,8,7.0,0.0,21.81,0.0,19.34,7.78,2.57,0.0,0,0.0
1,9,7.0,0.0,22.07,0.0,20.98,9.13,2.52,0.0,0,239.573
1,10,7.0,0.0,22.48,0.0,17.42,10.47,2.51,0.0,0,453.547
1,11,7.0,0.0,23.08,0.0,15.05,12.72,1.68,0.0,0,577.516
1,12,7.0,0.0,23.93,0.32,17.91,14.07,12.06,0.04,0,654.112
1,13,7.0,0.0,24.19,0.58,19.02,13.17,10.05,0.4,0,676.833
1,14,7.0,0.0,24.1,0.49,18.49,12.27,16.41,0.71,0,523.55
1,15,7.0,0.0,24.15,0.54,19.43,11.37,15.41,0.85,0,447.152
1,16,7.0,0.0,23.73,0.12,21.37,11.37,4.18,0.6,0,295.566
1,17,7.0,0.0,23.61,0.0,23.91,12.72,4.19,0.02,0,131.766
1,18,7.0,0.0,23.61,0.0,24.84,12.72,3.85,0.0,0,17.6522
1,19,7.0,0.0,23.61,0.0,25.5,11.82,2.67,0.0,0,0.0
1,20,7.0,0.0,23.61,0.0,25.87,10.92,1.68,0.0,0,0.0
1,21,7.0,0.0,23.61,0.0,26.37,10.02,6.69,0.0,0,0.0
1,22,7.0,0.0,23.61,0.0,26.91,9.13,7.03,0.0,0,0.0
1,23,7.0,0.0,23.1,0.0,27.55,5.08,7.2,0.0,0,0.0
1,24,7.0,0.0,22.68,0.0,27.41,2.38,0.0,0.0,0,0.0
1,1,1.0,0.0,21.17,0.0,31.54,2.38,0.0,0.0,0,0.0
1,2,1.0,0.0,22.84,0.0,31.04,1.92,0.0,0.0,0,0.0
1,3,1.0,0.0,23.46,0.0,35.1,2.37,0.0,0.0,0,0.0
1,4,1.0,0.0,23.65,0.23,39.13,1.92,0.0,0.0,0,0.0
1,5,1.0,0.0,23.18,0.0,33.23,3.27,0.0,0.0,0,0.0
1,6,1.0,0.0,22.76,0.0,34.59,6.41,0.0,0.0,0,0.0
1,7,1.0,0.0,22.49,0.0,35.69,6.88,0.0,0.0,0,0.0
1,8,1.0,0.0,22.64,0.0,37.36,7.78,2.57,0.0,0,0.0
1,9,1.0,0.0,23.12,0.0,37.07,9.13,2.52,0.0,0,167.454
1,10,1.0,0.0,23.52,0.0,32.13,10.47,2.51,0.0,0,370.872
1,11,1.0,0.0,23.61,0.0,29.27,12.72,1.67,0.0,0,389.716
1,12,1.0,0.0,24.09,0.47,29.29,14.07,12.07,1.27,0,444.539
1,13,1.0,0.0,24.42,0.72,27.9,13.17,10.05,1.93,0,475.773
1,14,1.0,0.0,24.51,0.63,24.65,12.27,16.42,2.38,0,571.213
1,15,1.0,0.0,24.67,0.68,21.75,11.37,15.42,2.63,0,463.672
1,16,1.0,0.0,24.33,0.24,21.83,11.37,4.19,2.96,0,379.912
1,17,1.0,0.0,24.01,0.02,22.97,12.72,4.19,2.74,0,201.564
1,18,1.0,0.0,23.67,0.01,23.73,12.72,3.86,1.57,0,30.4076
1,19,1.0,0.0,23.61,0.0,24.12,11.82,2.67,0.14,0,0.0
1,20,1.0,0.0,23.61,0.0,24.26,10.92,1.68,0.0,0,0.0
1,21,1.0,0.0,23.62,0.0,24.39,10.02,6.7,0.0,0,0.0
1,22,1.0,0.0,23.61,0.0,24.18,9.13,7.03,0.0,0,0.0
1,23,1.0,0.0,23.11,0.0,25.24,5.08,7.2,0.0,0,0.0
1,24,1.0,0.0,22.55,0.0,26.45,2.38,0.0,0.0,0,0.0
1,1,2.0,0.0,20.49,0.0,31.78,2.38,0.0,0.0,0,0.0
1,2,2.0,0.0,22.47,0.0,29.68,1.92,0.0,0.0,0,0.0
1,3,2.0,0.0,23.3,0.0,32.56,2.37,0.0,0.0,0,0.0
1,4,2.0,0.0,23.64,0.22,32.75,1.92,0.0,0.0,0,0.0
1,5,2.0,0.0,23.16,0.0,25.35,3.27,0.0,0.0,0,0.0
1,6,2.0,0.0,22.09,0.0,24.16,6.43,0.0,0.0,0,0.0
1,7,2.0,0.0,21.92,0.0,24.44,6.88,2.57,0.0,0,0.0
1,8,2.0,0.0,21.98,0.0,26.85,7.78,2.51,0.0,0,0.0
1,9,2.0,0.0,22.48,0.0,31.32,9.13,5.53,0.0,0,166.658
1,10,2.0,0.0,23.21,0.0,29.99,10.47,2.18,0.0,0,305.708
1,11,2.0,0.0,23.68,0.0,25.45,12.72,1.67,0.12,0,399.185
1,12,2.0,0.0,24.47,0.46,25.11,14.07,12.07,2.67,0,369.539
1,13,2.0,0.0,24.9,0.56,24.64,13.17,5.19,3.98,0,350.323
1,14,2.0,0.0,24.91,0.55,25.75,12.27,16.42,4.29,0,271.658
1,15,2.0,0.0,24.87,0.68,30.58,11.37,15.43,4.42,0,196.291
1,16,2.0,0.0,24.34,0.2,33.48,11.37,3.69,4.71,0,123.521
1,17,2.0,0.0,24.11,0.04,35.54,12.72,5.19,4.58,0,43.6345
1,18,2.0,0.0,23.84,0.03,38.39,12.72,3.85,3.46,0,3.71688
1,19,2.0,0.0,23.62,0.01,40.31,11.82,2.68,1.85,0,0.0
1,20,2.0,0.0,23.62,0.01,40.4,10.92,1.67,1.31,0,0.0
1,21,2.0,0.0,23.63,0.02,41.08,10.02,6.7,1.25,0,0.0
1,22,2.0,0.0,23.62,0.01,40.9,9.13,7.04,0.1,0,0.0
1,23,2.0,0.0,23.58,0.0,38.64,5.08,7.21,0.0,0,0.0
1,24,2.0,0.0,23.25,0.0,37.86,2.38,2.51,0.0,0,0.0
1,1,3.0,0.0,22.29,0.0,41.36,2.38,0.0,0.0,0,0.0
1,2,3.0,0.0,23.62,0.0,41.43,1.92,0.0,0.0,0,0.0
1,3,3.0,0.0,24.14,0.0,45.27,2.37,0.0,0.0,0,0.0
1,4,3.0,0.0,23.32,0.0,40.42,1.92,0.0,0.06,0,0.0
1,5,3.0,0.0,23.71,0.07,39.87,3.27,0.0,0.08,0,0.0
1,6,3.0,0.0,23.64,0.03,44.04,6.43,0.0,0.24,0,0.0
1,7,3.0,0.0,23.62,0.01,42.18,6.88,2.55,0.0,0,0.0
1,8,3.0,0.0,23.18,0.0,33.78,7.78,2.52,0.0,0,0.0
1,9,3.0,0.0,23.39,0.0,25.85,9.13,5.53,0.0,0,215.403
1,10,3.0,0.0,23.59,0.0,21.53,10.47,2.18,0.0,0,382.388
1,11,3.0,0.0,23.61,0.0,20.5,12.72,1.67,0.0,0,549.602
1,12,3.0,0.0,24.08,0.47,20.98,14.07,12.07,0.62,0,543.261
1,13,3.0,0.0,24.32,0.66,20.65,13.17,5.2,1.4,0,586.081
1,14,3.0,0.0,24.46,0.64,19.13,12.27,16.43,1.8,0,691.469
1,15,3.0,0.0,24.64,0.74,16.83,11.37,15.42,1.9,0,603.475
1,16,3.0,0.0,24.1,0.26,16.82,11.37,3.69,1.58,0,429.962
1,17,3.0,0.0,23.73,0.11,17.61,12.72,5.19,0.73,0,230.641
1,18,3.0,0.0,23.68,0.07,19.0,12.72,3.86,0.02,0,38.2717
1,19,3.0,0.0,23.61,0.0,18.71,11.82,2.68,0.0,0,0.0
1,20,3.0,0.0,23.58,0.0,16.6,10.92,1.67,0.0,0,0.0
1,21,3.0,0.0,23.51,0.0,15.0,10.02,6.7,0.0,0,0.0
1,22,3.0,0.0,23.25,0.0,14.19,9.13,7.04,0.0,0,0.0
1,23,3.0,0.0,22.75,0.0,13.59,5.08,7.21,0.0,0,0.0
1,24,3.0,0.0,22.37,0.0,12.82,2.38,2.51,0.0,0,0.0
1,1,4.0,0.0,19.67,0.0,14.4,2.38,0.0,0.0,0,0.0
1,2,4.0,0.0,21.82,0.0,13.94,1.92,0.0,0.0,0,0.0
1,3,4.0,0.0,22.45,0.0,17.72,2.37,0.0,0.0,0,0.0
1,4,4.0,0.0,23.03,0.0,19.39,1.92,0.0,0.0,0,0.0
1,5,4.0,0.0,23.42,0.05,20.9,3.27,0.0,0.0,0,0.0
1,6,4.0,0.0,22.0,0.0,15.28,6.43,0.0,0.0,0,0.0
1,7,4.0,0.0,21.81,0.0,15.02,6.88,2.55,0.0,0,0.0
1,8,4.0,0.0,21.89,0.0,16.34,7.78,2.52,0.0,0,53.7145
1,9,4.0,0.0,22.23,0.0,18.46,9.13,5.53,0.0,0,229.93
1,10,4.0,0.0,22.39,0.0,17.57,10.47,2.18,0.0,0,367.425
1,11,4.0,0.0,22.65,0.0,16.76,12.72,1.67,0.0,0,412.356
1,12,4.0,0.0,23.61,0.0,18.39,14.07,12.08,0.0,0,509.432
1,13,4.0,0.0,23.99,0.38,18.71,13.17,5.2,0.0,0,520.935
1,14,4.0,0.0,24.04,0.43,18.31,12.27,16.43,0.0,0,473.058
1,15,4.0,0.0,24.13,0.52,17.77,11.37,15.43,0.0,0,384.656
1,16,4.0,0.0,23.72,0.11,17.35,11.37,3.69,0.0,0,270.864
1,17,4.0,0.0,23.61,0.0,18.0,12.72,5.19,0.0,0,134.105
1,18,4.0,0.0,23.61,0.0,18.9,12.72,3.86,0.0,0,22.1583
1,19,4.0,0.0,23.6,0.0,18.87,11.82,2.68,0.0,0,0.0
1,20,4.0,0.0,23.55,0.0,18.79,10.92,1.67,0.0,0,0.0
1,21,4.0,0.0,23.51,0.0,20.1,10.02,6.71,0.0,0,0.0
1,22,4.0,0.0,23.31,0.0,21.66,9.13,7.04,0.0,0,0.0
1,23,4.0,0.0,22.73,0.0,22.27,5.08,7.21,0.0,0,0.0
1,24,4.0,0.0,22.35,0.0,21.39,2.38,2.51,0.0,0,0.0
1,1,5.0,0.0,19.91,0.0,23.99,2.38,0.0,0.0,0,0.0
1,2,5.0,0.0,21.96,0.0,22.01,1.92,0.0,0.0,0,0.0
1,3,5.0,0.0,22.89,0.0,25.2,2.37,0.0,0.0,0,0.0
1,4,5.0,0.0,23.35,0.0,26.91,1.92,0.0,0.0,0,0.0
1,5,5.0,0.0,23.03,0.0,23.26,3.27,0.0,0.0,0,0.0
1,6,5.0,0.0,21.91,0.0,22.42,6.43,0.0,0.0,0,0.0
1,7,5.0,0.0,21.86,0.0,23.83,6.88,2.55,0.0,0,0.0
1,8,5.0,0.0,21.94,0.0,26.35,7.78,2.51,0.0,0,21.8814
1,9,5.0,0.0,22.39,0.0,28.33,9.13,5.53,0.0,0,69.4151
1,10,5.0,0.0,22.68,0.0,26.2,10.47,2.18,0.0,0,134.185
1,11,5.0,0.0,23.11,0.0,23.93,12.72,1.67,0.0,0,194.051
1,12,5.0,0.0,23.88,0.27,24.43,14.07,12.08,0.0,0,205.132
1,13,5.0,0.0,24.01,0.4,24.45,13.17,5.2,0.0,0,258.98
1,14,5.0,0.0,24.04,0.43,22.46,12.27,16.43,0.0,0,233.549
1,15,5.0,0.0,24.11,0.5,20.05,11.37,15.43,0.22,0,203.029
1,16,5.0,0.0,23.71,0.1,19.06,11.37,3.69,0.1,0,161.612
1,17,5.0,0.0,23.61,0.0,19.3,12.72,5.2,0.0,0,60.8344
1,18,5.0,0.0,23.61,0.0,20.3,12.72,3.86,0.0,0,8.1813
1,19,5.0,0.0,23.61,0.0,20.73,11.82,2.68,0.0,0,0.0
1,20,5.0,0.0,23.61,0.0,20.78,10.92,1.67,0.0,0,0.0
1,21,5.0,0.0,23.61,0.0,20.74,10.02,6.71,0.0,0,0.0
1,22,5.0,0.0,23.6,0.0,19.32,9.13,7.04,0.0,0,0.0
1,23,5.0,0.0,22.91,0.0,17.61,5.08,7.21,0.0,0,0.0
1,24,5.0,0.0,22.38,0.0,16.12,2.38,2.51,0.0,0,0.0
1,1,6.0,0.0,19.66,0.0,18.58,2.38,0.0,0.0,0,0.0
1,2,6.0,0.0,21.31,0.0,18.13,1.92,0.0,0.0,0,0.0
1,3,6.0,0.0,22.01,0.0,21.54,2.37,0.0,0.0,0,0.0
1,4,6.0,0.0,22.81,0.0,22.13,1.92,0.0,0.0,0,0.0
1,5,6.0,0.0,22.75,0.0,15.88,3.27,0.0,0.0,0,0.0
1,6,6.0,0.0,22.13,0.0,15.79,6.43,0.0,0.0,0,0.0
1,7,6.0,0.0,22.12,0.0,17.08,6.88,2.55,0.0,0,0.0
1,8,6.0,0.0,21.9,0.0,17.66,7.78,2.51,0.0,0,8.69607
1,9,6.0,0.0,22.18,0.0,17.58,9.13,5.53,0.0,0,38.5269
1,10,6.0,0.0,22.27,0.0,17.1,10.47,2.18,0.0,0,72.1154
1,11,6.0,0.0,22.47,0.0,17.41,12.72,1.67,0.0,0,108.741
1,12,6.0,0.0,23.36,0.0,19.15,14.07,12.08,0.0,0,155.023
1,13,6.0,0.0,23.77,0.16,19.53,13.17,5.19,0.0,0,143.039
1,14,6.0,0.0,23.72,0.11,19.28,12.27,16.44,0.0,0,127.737
1,15,6.0,0.0,23.85,0.24,18.59,11.37,15.44,0.0,0,91.3073
1,16,6.0,0.0,23.32,0.0,19.53,11.37,3.68,0.0,0,56.9175
1,17,6.0,0.0,23.12,0.0,20.52,12.72,5.2,0.0,0,19.9116
1,18,6.0,0.0,23.13,0.0,20.79,12.72,3.86,0.0,0,5.84203
1,19,6.0,0.0,23.03,0.0,20.89,11.82,2.68,0.0,0,0.0
1,20,6.0,0.0,22.87,0.0,20.85,10.92,1.68,0.0,0,0.0
1,21,6.0,0.0,22.96,0.0,20.99,10.02,6.7,0.0,0,0.0
1,22,6.0,0.0,22.89,0.0,20.56,9.13,7.04,0.0,0,0.0
1,23,6.0,0.0,22.46,0.0,19.79,5.08,7.21,0.0,0,0.0
1,24,6.0,0.0,22.12,0.0,18.68,2.38,2.52,0.0,0,0.0
1,1,7.0,0.0,19.07,0.0,22.25,2.38,0.0,0.0,0,0.0
1,2,7.0,0.0,21.55,0.0,20.13,1.92,0.0,0.0,0,0.0
1,3,7.0,0.0,22.41,0.0,23.35,2.37,0.0,0.0,0,0.0
1,4,7.0,0.0,23.08,0.0,24.85,1.92,0.0,0.0,0,0.0
1,5,7.0,0.0,23.47,0.09,26.6,3.27,0.0,0.0,0,0.0
1,6,7.0,0.0,21.96,0.0,20.72,6.41,0.0,0.0,0,0.0
1,7,7.0,0.0,21.59,0.0,19.81,6.88,0.0,0.0,0,0.0
1,8,7.0,0.0,21.77,0.0,21.89,7.78,2.57,0.0,0,15.8218
1,9,7.0,0.0,21.98,0.0,23.47,9.13,2.51,0.0,0,86.8187
1,10,7.0,0.0,22.2,0.0,25.16,10.47,2.52,0.0,0,220.734
1,11,7.0,0.0,22.47,0.0,26.32,12.72,1.67,0.0,0,357.465
1,12,7.0,0.0,23.45,0.0,29.14,14.07,12.08,0.0,0,487.589
1,13,7.0,0.0,23.98,0.37,29.54,13.17,10.06,0.0,0,537.095
1,14,7.0,0.0,23.94,0.33,27.85,12.27,16.45,0.0,0,517.455
1,15,7.0,0.0,24.01,0.4,27.43,11.37,15.43,0.0,0,406.992
1,16,7.0,0.0,23.7,0.09,28.29,11.37,4.19,0.03,0,287.319
1,17,7.0,0.0,23.61,0.0,27.98,12.72,4.19,0.0,0,135.379
1,18,7.0,0.0,23.61,0.0,26.96,12.72,3.86,0.0,0,25.1097
1,19,7.0,0.0,23.52,0.0,26.07,11.82,2.68,0.0,0,0.0
1,20,7.0,0.0,23.5,0.0,25.02,10.92,1.68,0.0,0,0.0
1,21,7.0,0.0,23.49,0.0,24.53,10.02,6.7,0.0,0,0.0
1,22,7.0,0.0,23.37,0.0,24.72,9.13,7.04,0.0,0,0.0
1,23,7.0,0.0,22.76,0.0,24.87,5.08,7.21,0.0,0,0.0
1,24,7.0,0.0,22.25,0.0,23.73,2.38,0.0,0.0,0,0.0
1,1,1.0,0.0,19.91,0.0,28.17,2.38,0.0,0.0,0,0.0
1,2,1.0,0.0,22.01,0.0,26.08,1.92,0.0,0.0,0,0.0
1,3,1.0,0.0,23.0,0.0,28.99,2.37,0.0,0.0,0,0.0
1,4,1.0,0.0,23.46,0.1,30.35,1.92,0.0,0.0,0,0.0
1,5,1.0,0.0,22.77,0.0,25.22,3.27,0.0,0.0,0,0.0
1,6,1.0,0.0,21.92,0.0,24.76,6.41,0.0,0.0,0,0.0
1,7,1.0,0.0,21.69,0.0,24.98,6.88,0.0,0.0,0,0.0
1,8,1.0,0.0,21.87,0.0,27.59,7.78,2.58,0.0,0,14.3982
1,9,1.0,0.0,22.07,0.0,30.71,9.13,2.52,0.0,0,74.9971
1,10,1.0,0.0,22.3,0.0,31.63,10.47,2.51,0.0,0,147.469
1,11,1.0,0.0,22.88,0.0,32.18,12.72,1.68,0.0,0,232.508
1,12,1.0,0.0,23.89,0.28,34.17,14.07,12.08,0.39,0,314.225
1,13,1.0,0.0,24.1,0.49,33.13,13.17,10.07,1.3,0,326.468
1,14,1.0,0.0,24.03,0.42,30.89,12.27,16.44,1.97,0,287.301
1,15,1.0,0.0,24.18,0.47,30.53,11.37,15.44,2.79,0,224.289
1,16,1.0,0.0,23.86,0.11,32.17,11.37,4.19,2.61,0,153.282
1,17,1.0,0.0,23.64,0.0,35.08,12.72,4.19,1.77,0,56.9165
1,18,1.0,0.0,23.61,0.0,36.81,12.72,3.86,0.77,0,9.98519
1,19,1.0,0.0,23.61,0.0,36.89,11.82,2.68,0.0,0,0.0
1,20,1.0,0.0,23.62,0.01,37.03,10.92,1.68,0.0,0,0.0
1,21,1.0,0.0,23.62,0.01,37.76,10.02,6.71,0.0,0,0.0
1,22,1.0,0.0,23.62,0.01,37.68,9.13,7.04,0.0,0,0.0
1,23,1.0,0.0,23.44,0.0,36.82,5.08,7.21,0.0,0,0.0
1,24,1.0,0.0,22.96,0.0,36.44,2.38,0.0,0.0,0,0.0
1,1,2.0,0.0,22.08,0.0,39.87,2.38,0.0,0.0,0,0.0
1,2,2.0,0.0,23.44,0.0,39.58,1.92,0.0,0.0,0,0.0
1,3,2.0,0.0,23.94,0.0,42.7,2.37,0.0,0.0,0,0.0
1,4,2.0,0.0,23.14,0.0,38.71,1.92,0.0,0.05,0,0.0
1,5,2.0,0.0,23.01,0.0,38.88,3.27,0.0,0.0,0,0.0
1,6,2.0,0.0,23.18,0.0,43.99,6.43,0.0,0.1,0,0.0
1,7,2.0,0.0,23.47,0.0,46.93,6.88,2.57,0.0,0,0.0
1,8,2.0,0.0,23.61,0.0,48.81,7.78,2.51,0.0,0,7.80092
1,9,2.0,0.0,23.68,0.01,51.29,9.13,5.54,0.52,0,30.0726
1,10,2.0,0.0,23.69,0.01,52.26,10.47,2.18,0.39,0,50.3082
1,11,2.0,0.0,23.65,0.01,51.29,12.72,1.67,0.91,0,61.5832
1,12,2.0,0.0,24.1,0.45,49.9,14.07,12.08,3.23,0,108.022
1,13,2.0,0.0,24.31,0.57,48.14,13.17,5.2,4.22,0,123.64
1,14,2.0,0.0,24.33,0.55,46.31,12.27,16.44,4.31,0,125.373
1,15,2.0,0.0,24.35,0.65,42.98,11.37,15.44,3.67,0,105.175
1,16,2.0,0.0,23.79,0.17,41.4,11.37,3.69,2.6,0,52.9776
1,17,2.0,0.0,23.61,0.0,40.9,12.72,5.2,2.08,0,19.1847
1,18,2.0,0.0,23.62,0.01,39.08,12.72,3.85,1.59,0,8.55621
1,19,2.0,0.0,23.62,0.01,36.68,11.82,2.69,0.61,0,0.0
1,20,2.0,0.0,23.62,0.01,32.82,10.92,1.67,0.21,0,0.0
1,21,2.0,0.0,23.62,0.01,29.52,10.02,6.71,0.07,0,0.0
1,22,2.0,0.0,23.62,0.0,26.56,9.13,7.05,0.0,0,0.0
1,23,2.0,0.0,23.3,0.0,23.0,5.08,7.21,0.0,0,0.0
1,24,2.0,0.0,22.78,0.0,19.27,2.38,2.51,0.0,0,0.0
1,1,3.0,0.0,20.65,0.0,18.69,2.38,0.0,0.0,0,0.0
1,2,3.0,0.0,22.42,0.0,17.8,1.92,0.0,0.0,0,0.0
1,3,3.0,0.0,22.99,0.0,21.12,2.37,0.0,0.0,0,0.0
1,4,3.0,0.0,23.3,0.0,21.38,1.92,0.0,0.0,0,0.0
1,5,3.0,0.0,23.05,0.0,13.21,3.27,0.0,0.0,0,0.0
1,6,3.0,0.0,22.41,0.0,12.08,6.43,0.0,0.0,0,0.0
1,7,3.0,0.0,22.23,0.0,12.86,6.88,2.57,0.0,0,0.0
